Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
pD;lreg.cpp;72;3.19100022315979;0-10;Double bit-flip;1
T;lreg.cpp;34;16.71758532524109;0-10;Double bit-flip;1
iterations;lreg.cpp;105;5.723560094833374;0-10;Double bit-flip;1
alpha;lreg.cpp;105;6.599179029464722;0-10;Double bit-flip;1
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;5.913393974304199;0-10;Double bit-flip;1
T;lreg.cpp;34;2.7343623638153076;0-10;Double bit-flip;1
alpha;lreg.cpp;83;1.4621870517730713;0-10;Double bit-flip;1
i;lreg.cpp;118;2.305478572845459;0-10;Double bit-flip;1
PD;lreg.cpp;85;5.192744731903076;0-10;Double bit-flip;1
i;lreg.cpp;73;2.026402235031128;0-10;Double bit-flip;1
i;lreg.cpp;118;1.9054746627807617;0-10;Double bit-flip;1
alpha;lreg.cpp;83;1.9311869144439697;0-10;Double bit-flip;1
T;lreg.cpp;34;8.25049114227295;0-10;Double bit-flip;1
pD;lreg.cpp;72;2.643341541290283;0-10;Double bit-flip;1
bestMSE;lreg.cpp;116;4.1352550983428955;0-10;Double bit-flip;1
alpha;lreg.cpp;105;1.816068172454834;0-10;Double bit-flip;1
T;lreg.cpp;34;1.7473022937774658;0-10;Double bit-flip;1
T;lreg.cpp;34;5.7683188915252686;0-10;Double bit-flip;1
e1;lreg.cpp;191;7.064615249633789;0-10;Double bit-flip;1
i;lreg.cpp;118;2.9957611560821533;0-10;Double bit-flip;1
pos;lreg.cpp;71;4.311467170715332;0-10;Double bit-flip;1
i;lreg.cpp;118;2.659555435180664;0-10;Double bit-flip;1
i;lreg.cpp;118;3.143028497695923;0-10;Double bit-flip;1
v;lreg.cpp;47;2.192500114440918;0-10;Double bit-flip;1
pD;lreg.cpp;72;2.2059264183044434;0-10;Double bit-flip;1
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;6.676142454147339;0-10;Double bit-flip;1
i;lreg.cpp;49;3.535240411758423;0-10;Double bit-flip;1
pos;lreg.cpp;71;2.0692684650421143;0-10;Double bit-flip;1
x;lreg.cpp;32;4.952273607254028;0-10;Double bit-flip;1
y;lreg.cpp;33;2.387281894683838;0-10;Double bit-flip;1
i;lreg.cpp;118;5.897979021072388;0-10;Double bit-flip;1
ln_two1;../sysdeps/ieee754/dbl-64/uexp.h;57;2.0731241703033447;0-10;Double bit-flip;1
pos;lreg.cpp;71;3.743699789047241;0-10;Double bit-flip;1
pD;lreg.cpp;72;4.308593511581421;0-10;Double bit-flip;1
T;lreg.cpp;34;1.874321699142456;0-10;Double bit-flip;1
y;lreg.cpp;33;2.937621831893921;0-10;Double bit-flip;1
pos;lreg.cpp;71;3.0048787593841553;0-10;Double bit-flip;1
alpha;lreg.cpp;105;5.723659038543701;0-10;Double bit-flip;1
i;lreg.cpp;73;5.052495718002319;0-10;Double bit-flip;1
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;5.755709886550903;0-10;Double bit-flip;1
pos;lreg.cpp;71;1.8230009078979492;0-10;Double bit-flip;1
i;lreg.cpp;73;7.683297395706177;0-10;Double bit-flip;1
input;lreg.cpp;134;2.911943197250366;0-10;Double bit-flip;1
x;lreg.cpp;32;0.9095678329467773;0-10;Double bit-flip;1
i;lreg.cpp;118;3.4911820888519287;0-10;Double bit-flip;1
alpha;lreg.cpp;83;3.9084010124206543;0-20;Double bit-flip;1
i;lreg.cpp;49;15.507574319839478;0-20;Double bit-flip;1
i;lreg.cpp;73;7.547658205032349;0-20;Double bit-flip;1
pos;lreg.cpp;71;11.844707250595093;0-20;Double bit-flip;1
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;12.304167985916138;0-25;Double bit-flip;1
T;lreg.cpp;34;4.696566581726074;0-20;Double bit-flip;1
i;lreg.cpp;73;8.00905442237854;0-20;Double bit-flip;1
pos;lreg.cpp;71;4.104960680007935;0-20;Double bit-flip;1
alpha;lreg.cpp;83;5.833257675170898;0-20;Double bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;15.565507173538208;0-20;Double bit-flip;1
i;lreg.cpp;118;2.7093968391418457;0-10;Double bit-flip;1
val;lreg.cpp;48;3.350360631942749;0-10;Double bit-flip;1
T;lreg.cpp;34;5.881627082824707;0-20;Double bit-flip;1
e1;lreg.cpp;191;3.836825132369995;0-20;Double bit-flip;1
i;lreg.cpp;73;6.365407943725586;0-20;Double bit-flip;1
y;lreg.cpp;33;2.0404160022735596;0-20;Double bit-flip;1
predictions;lreg.cpp;144;15.600566864013672;0-20;Double bit-flip;1
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;7.601734399795532;0-20;Double bit-flip;1
alpha;lreg.cpp;83;5.753775596618652;0-20;Double bit-flip;1
y;lreg.cpp;33;2.7834513187408447;0-20;Double bit-flip;1
x;lreg.cpp;32;6.318766832351685;0-20;Double bit-flip;1
predictions;lreg.cpp;144;5.0881242752075195;0-10;Double bit-flip;1
val;lreg.cpp;48;1.561924695968628;0-20;Double bit-flip;1
T;lreg.cpp;34;11.046418190002441;0-20;Double bit-flip;1
pos;lreg.cpp;71;2.9112699031829834;0-20;Double bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.9913175106048584;0-20;Double bit-flip;1
i;lreg.cpp;49;3.8378853797912598;0-10;Double bit-flip;1
i;lreg.cpp;118;3.0050606727600098;0-20;Double bit-flip;1
pos;lreg.cpp;71;4.591631889343262;0-10;Double bit-flip;1
i;lreg.cpp;86;13.041613817214966;0-20;Double bit-flip;1
x;lreg.cpp;32;9.181217432022095;0-20;Double bit-flip;1
T;lreg.cpp;34;8.9386727809906;0-20;Double bit-flip;1
input;lreg.cpp;134;4.776270389556885;0-20;Double bit-flip;1
ln_two1;../sysdeps/ieee754/dbl-64/uexp.h;57;8.979701042175293;0-20;Double bit-flip;1
iterations;lreg.cpp;105;7.335916042327881;0-25;Double bit-flip;1
y;lreg.cpp;33;3.2492175102233887;0-20;Double bit-flip;1
log2e;../sysdeps/ieee754/dbl-64/uexp.h;59;2.3240182399749756;0-10;Double bit-flip;1
x;lreg.cpp;32;5.373381853103638;0-20;Double bit-flip;1
i;lreg.cpp;142;8.94672417640686;0-20;Double bit-flip;1
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;6.709100961685181;0-20;Double bit-flip;1
x;lreg.cpp;32;2.501319408416748;0-10;Double bit-flip;1
i;lreg.cpp;73;3.628748655319214;0-20;Double bit-flip;1
e1;lreg.cpp;191;3.9179465770721436;0-20;Double bit-flip;1
T;lreg.cpp;34;5.374075412750244;0-25;Double bit-flip;1
T;lreg.cpp;34;2.1397109031677246;0-10;Double bit-flip;1
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;4.710845470428467;0-10;Double bit-flip;1
val;lreg.cpp;48;3.4268898963928223;0-10;Double bit-flip;1
x;lreg.cpp;32;4.249114036560059;0-10;Double bit-flip;1
y;lreg.cpp;33;1.6071627140045166;0-10;Double bit-flip;1
v;lreg.cpp;47;3.151062488555908;0-10;Double bit-flip;1
v;lreg.cpp;47;4.13466477394104;0-10;Double bit-flip;1
alpha;lreg.cpp;105;2.109025478363037;0-10;Double bit-flip;1
y;lreg.cpp;33;4.376895904541016;0-10;Double bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;4.141402721405029;0-10;Double bit-flip;1
x;lreg.cpp;32;5.12148380279541;0-10;Double bit-flip;1
i;lreg.cpp;73;3.9549107551574707;0-10;Double bit-flip;1
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;5.042125225067139;0-10;Double bit-flip;1
y;lreg.cpp;33;6.654654264450073;0-10;Double bit-flip;1
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;5.089099884033203;0-10;Double bit-flip;1
pD;lreg.cpp;72;3.4971189498901367;0-10;Double bit-flip;1
y;lreg.cpp;33;1.6591603755950928;0-10;Double bit-flip;1
T;lreg.cpp;34;6.973595857620239;0-10;Double bit-flip;1
i;lreg.cpp;73;5.626227140426636;0-10;Double bit-flip;1
e2;lreg.cpp;194;5.807645797729492;0-10;Double bit-flip;1
val;lreg.cpp;48;3.8471994400024414;0-10;Double bit-flip;1
alpha;lreg.cpp;105;2.127694606781006;0-10;Double bit-flip;1
predictions;lreg.cpp;144;2.2589807510375977;0-10;Double bit-flip;0
predictions;lreg.cpp;144;4.8765037059783936;0-10;Double bit-flip;0
