Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
i2;lreg.cpp;232;1.5785481929779053;0-3;Single bit-flip;1
i2;lreg.cpp;232;1.2232048511505127;0-3;Single bit-flip;1
alpha2;lreg.cpp;177;3.1459226608276367;0-3;Single bit-flip;1
a;lreg.cpp;70;1.0069727897644043;0-3;Single bit-flip;1
i1;lreg.cpp;141;1.702742338180542;0-3;Single bit-flip;1
alpha1;lreg.cpp;177;1.569448709487915;0-3;Single bit-flip;1
i2;lreg.cpp;141;2.3172850608825684;0-3;Single bit-flip;1
i2;lreg.cpp;115;0.9445044994354248;0-3;Single bit-flip;1
i2;lreg.cpp;191;1.564319133758545;0-3;Single bit-flip;1
pos2;lreg.cpp;138;1.2039499282836914;0-3;Single bit-flip;1
alpha1;lreg.cpp;151;1.8926703929901123;0-3;Single bit-flip;1
i1;lreg.cpp;191;1.4709014892578125;0-3;Single bit-flip;1
alpha2;lreg.cpp;177;1.0436594486236572;0-3;Single bit-flip;1
pred2;lreg.cpp;238;2.502192735671997;0-3;Single bit-flip;1
i1;lreg.cpp;127;1.746497631072998;0-3;Single bit-flip;1
T1;lreg.cpp;36;2.0354952812194824;0-3;Single bit-flip;1
alpha2;lreg.cpp;177;2.5725061893463135;0-3;Single bit-flip;1
i2;lreg.cpp;115;0.8800027370452881;0-3;Single bit-flip;1
iter2;lreg.cpp;177;1.6515326499938965;0-3;Single bit-flip;1
i1;lreg.cpp;141;1.4479501247406006;0-3;Single bit-flip;1
i1;lreg.cpp;127;2.6281630992889404;0-3;Single bit-flip;1
i1;lreg.cpp;115;2.038792848587036;0-3;Single bit-flip;1
i2;lreg.cpp;127;1.668105125427246;0-3;Single bit-flip;1
iter2;lreg.cpp;177;2.3857786655426025;0-3;Single bit-flip;1
i1;lreg.cpp;115;1.7768919467926025;0-3;Single bit-flip;1
i1;lreg.cpp;232;1.305370569229126;0-3;Single bit-flip;1
pos2;lreg.cpp;138;2.2417659759521484;0-3;Single bit-flip;1
pos1;lreg.cpp;138;1.6726477146148682;0-3;Single bit-flip;1
iter2;lreg.cpp;177;1.5161874294281006;0-3;Single bit-flip;1
i2;lreg.cpp;191;2.4161064624786377;0-3;Single bit-flip;1
i1;lreg.cpp;232;1.2700493335723877;0-3;Single bit-flip;1
detected;lreg.cpp;58;1.6624362468719482;0-3;Single bit-flip;1
i2;lreg.cpp;232;2.000378370285034;0-3;Single bit-flip;1
i2;lreg.cpp;191;0.6387097835540771;0-3;Single bit-flip;1
i2;lreg.cpp;155;2.338989496231079;0-3;Single bit-flip;1
predictions;lreg.cpp;236;1.7621564865112305;0-3;Single bit-flip;1
i2;lreg.cpp;155;1.7090060710906982;0-3;Single bit-flip;1
i1;lreg.cpp;127;1.2952513694763184;0-3;Single bit-flip;1
alpha2;lreg.cpp;151;1.831333875656128;0-3;Single bit-flip;1
i2;lreg.cpp;155;2.209881067276001;0-3;Single bit-flip;1
i1;lreg.cpp;191;1.0795397758483887;0-3;Single bit-flip;1
alpha2;lreg.cpp;151;1.258328914642334;0-3;Single bit-flip;1
alpha2;lreg.cpp;151;3.044466495513916;0-3;Single bit-flip;1
T1;lreg.cpp;36;1.0425829887390137;0-3;Single bit-flip;1
T1;lreg.cpp;36;1.8551247119903564;0-3;Single bit-flip;1
T2;lreg.cpp;37;2.7123050689697266;0-3;Single bit-flip;1
i2;lreg.cpp;155;1.2082409858703613;0-3;Single bit-flip;1
i2;lreg.cpp;127;1.0554578304290771;0-3;Single bit-flip;1
i2;lreg.cpp;232;2.323622465133667;0-3;Single bit-flip;1
i2;lreg.cpp;155;1.5997135639190674;0-3;Single bit-flip;1
i1;lreg.cpp;115;1.3268487453460693;0-3;Single bit-flip;1
i2;lreg.cpp;115;2.2436153888702393;0-3;Single bit-flip;1
i2;lreg.cpp;155;1.9283065795898438;0-3;Single bit-flip;1
i1;lreg.cpp;232;2.4840681552886963;0-3;Single bit-flip;1
i2;lreg.cpp;191;1.9732842445373535;0-3;Single bit-flip;1
T1;lreg.cpp;36;5.491307258605957;0-3;Single bit-flip;1
iter2;lreg.cpp;177;1.767500400543213;0-3;Single bit-flip;1
alpha2;lreg.cpp;151;1.0975022315979004;0-3;Single bit-flip;1
T1;lreg.cpp;36;0.7679824829101562;0-3;Single bit-flip;1
pos2;lreg.cpp;138;1.3958566188812256;0-3;Single bit-flip;1
iter1;lreg.cpp;177;3.579421043395996;0-3;Single bit-flip;1
i1;lreg.cpp;232;1.4224426746368408;0-3;Single bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.206251382827759;0-3;Single bit-flip;0
T1;lreg.cpp;36;1.397895336151123;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.0326147079467773;0-3;Single bit-flip;0
v;lreg.cpp;112;2.0051028728485107;0-3;Single bit-flip;0
val;lreg.cpp;113;1.0833637714385986;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.998291015625;0-3;Single bit-flip;0
v;lreg.cpp;112;2.3056113719940186;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.5254743099212646;0-3;Single bit-flip;0
testCases;lreg.cpp;229;2.9465408325195312;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;3.15929913520813;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.5484402179718018;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.8628129959106445;0-3;Single bit-flip;0
v;lreg.cpp;112;0.6954174041748047;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.138291120529175;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.5774283409118652;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.5157170295715332;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;3.208913803100586;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.6023154258728027;0-3;Single bit-flip;0
v;lreg.cpp;112;2.1788413524627686;0-3;Single bit-flip;0
three33;../sysdeps/ieee754/dbl-64/uexp.h;64;2.9722235202789307;0-3;Single bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.4563384056091309;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.0707826614379883;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;0.773231029510498;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.025491237640381;0-3;Single bit-flip;0
pD;lreg.cpp;139;0.5899035930633545;0-3;Single bit-flip;0
T1;lreg.cpp;36;1.8240962028503418;0-3;Single bit-flip;0
testCases;lreg.cpp;229;2.2491705417633057;0-3;Single bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.063722848892212;0-3;Single bit-flip;0
testCases;lreg.cpp;229;1.363219976425171;0-3;Single bit-flip;0
i2;lreg.cpp;115;1.703622817993164;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.6303884983062744;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.4917964935302734;0-3;Random bit-flip;1
y;lreg.cpp;35;2.8786120414733887;0-3;Random bit-flip;1
i2;lreg.cpp;127;2.4554195404052734;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.9447667598724365;0-3;Random bit-flip;1
i2;lreg.cpp;127;3.4656646251678467;0-3;Random bit-flip;1
i1;lreg.cpp;141;2.904296398162842;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.1912648677825928;0-3;Random bit-flip;1
i1;lreg.cpp;232;2.5925896167755127;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;2.1468777656555176;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.615332841873169;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.8359589576721191;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.2395896911621094;0-3;Random bit-flip;1
i2;lreg.cpp;127;1.1399946212768555;0-3;Random bit-flip;1
v;lreg.cpp;112;0.9341273307800293;0-3;Random bit-flip;1
i1;lreg.cpp;115;3.353677749633789;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;2.013866424560547;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.907146692276001;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.5536623001098633;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.902050256729126;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.4403221607208252;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;2.3524205684661865;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.6080873012542725;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;2.745441436767578;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.321561813354492;0-3;Random bit-flip;1
x;lreg.cpp;34;1.4469025135040283;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.636925220489502;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.7046825885772705;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.6276473999023438;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.4118709564208984;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.1040887832641602;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.463912010192871;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.05678653717041;0-3;Random bit-flip;1
x;lreg.cpp;34;1.9942431449890137;0-3;Random bit-flip;1
pos2;lreg.cpp;138;0.9126391410827637;0-3;Random bit-flip;1
pred2;lreg.cpp;238;2.823272466659546;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.0622429847717285;0-3;Random bit-flip;1
i1;lreg.cpp;232;0.8882856369018555;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.2743172645568848;0-3;Random bit-flip;1
i2;lreg.cpp;115;2.5526349544525146;0-3;Random bit-flip;1
i2;lreg.cpp;232;0.8642621040344238;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.2573304176330566;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.1723945140838623;0-3;Random bit-flip;1
pos2;lreg.cpp;138;2.2334609031677246;0-3;Random bit-flip;1
i2;lreg.cpp;232;2.0515265464782715;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.373802900314331;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.5862691402435303;0-3;Random bit-flip;1
y;lreg.cpp;35;2.708070755004883;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.1884958744049072;0-3;Random bit-flip;1
pos2;lreg.cpp;138;2.785480499267578;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.882087230682373;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.0876750946044922;0-3;Random bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.7337722778320312;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.1819655895233154;0-3;Random bit-flip;1
i2;lreg.cpp;127;0.7579727172851562;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.486501693725586;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.138608455657959;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.8305420875549316;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.4775190353393555;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.5225584506988525;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.7287805080413818;0-3;Random bit-flip;1
i2;lreg.cpp;232;2.677309989929199;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.8145253658294678;0-3;Random bit-flip;1
i2;lreg.cpp;232;3.242525100708008;0-3;Random bit-flip;1
y;lreg.cpp;35;3.036161422729492;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.213674783706665;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.4609184265136719;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.9173645973205566;0-3;Random bit-flip;1
i2;lreg.cpp;141;0.626122236251831;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.710587739944458;0-3;Random bit-flip;1
T1;lreg.cpp;36;0.982781171798706;0-3;Random bit-flip;1
y;lreg.cpp;35;2.886831045150757;0-3;Random bit-flip;1
x;lreg.cpp;34;2.103750467300415;0-3;Random bit-flip;1
x;lreg.cpp;34;3.526613235473633;0-3;Random bit-flip;1
i1;lreg.cpp;115;2.9226815700531006;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.4509098529815674;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.9894936084747314;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.7166588306427002;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.242048740386963;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.0278759002685547;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.3425636291503906;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.520949363708496;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.0889701843261719;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.2743561267852783;0-3;Random bit-flip;1
pred2;lreg.cpp;238;2.2527010440826416;0-3;Random bit-flip;1
a;lreg.cpp;61;1.2526066303253174;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.2370247840881348;0-3;Random bit-flip;1
i2;lreg.cpp;232;3.3224282264709473;0-3;Random bit-flip;1
y;lreg.cpp;35;1.1086921691894531;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.959085464477539;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.3210241794586182;0-3;Random bit-flip;1
pred2;lreg.cpp;238;3.0022225379943848;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.0077266693115234;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.037496566772461;0-3;Random bit-flip;1
i2;lreg.cpp;127;0.7192318439483643;0-3;Random bit-flip;1
i2;lreg.cpp;115;2.67336106300354;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.2311460971832275;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.237189531326294;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.23706316947937;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.0820043087005615;0-3;Random bit-flip;1
y;lreg.cpp;35;1.2806410789489746;0-3;Random bit-flip;1
i2;lreg.cpp;127;1.03529691696167;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.5880687236785889;0-3;Random bit-flip;1
v;lreg.cpp;112;2.0418732166290283;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.3729326725006104;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.1075174808502197;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.8096792697906494;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.3371872901916504;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.354597330093384;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.073812484741211;0-3;Random bit-flip;1
pos2;lreg.cpp;138;0.9390561580657959;0-3;Random bit-flip;1
i2;lreg.cpp;141;0.9269821643829346;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.452350378036499;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.0081133842468262;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.3602294921875;0-3;Random bit-flip;1
i2;lreg.cpp;127;5.567628860473633;0-3;Random bit-flip;1
x;lreg.cpp;34;1.450256109237671;0-3;Random bit-flip;1
v;lreg.cpp;112;2.6223766803741455;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.7804880142211914;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.1210105419158936;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.5461134910583496;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.0220811367034912;0-3;Random bit-flip;1
i2;lreg.cpp;115;2.189598321914673;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.1185715198516846;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.629958152770996;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.2359027862548828;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.052797555923462;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.7993593215942383;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;2.4007856845855713;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.5087411403656006;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.1144859790802002;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.7113068103790283;0-3;Random bit-flip;1
pos2;lreg.cpp;138;2.7013115882873535;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.626094102859497;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.7394351959228516;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.4121062755584717;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.7523438930511475;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.233534574508667;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.9249444007873535;0-3;Random bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.669264554977417;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.605853796005249;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.4819917678833008;0-3;Random bit-flip;1
v;lreg.cpp;112;2.5906615257263184;0-3;Random bit-flip;1
x;lreg.cpp;34;1.7349226474761963;0-3;Random bit-flip;1
pred2;lreg.cpp;238;2.2660772800445557;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.389770269393921;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;0.9333062171936035;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.8928937911987305;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.7751741409301758;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.485344409942627;0-3;Random bit-flip;1
a;lreg.cpp;70;1.422429084777832;0-3;Random bit-flip;1
i2;lreg.cpp;127;0.8465688228607178;0-3;Random bit-flip;1
y;lreg.cpp;35;1.8544530868530273;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.214500904083252;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;3.243173837661743;0-3;Random bit-flip;1
T2;lreg.cpp;37;0.9079239368438721;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;0.9190173149108887;0-3;Random bit-flip;1
i1;lreg.cpp;115;3.374450445175171;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.126253366470337;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;2.252214193344116;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.463503360748291;0-3;Random bit-flip;1
x;lreg.cpp;34;1.0620098114013672;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.841430902481079;0-3;Random bit-flip;1
pos2;lreg.cpp;138;2.247476577758789;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.580003023147583;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.2747666835784912;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.5300798416137695;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.9922585487365723;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;0.9580411911010742;0-3;Random bit-flip;1
y;lreg.cpp;35;0.9654643535614014;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.966684103012085;0-3;Random bit-flip;1
i1;lreg.cpp;115;2.011586904525757;0-3;Random bit-flip;1
i1;lreg.cpp;141;1.7756621837615967;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.6256635189056396;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.3588008880615234;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.618772029876709;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.4162251949310303;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.6214468479156494;0-3;Random bit-flip;1
i2;lreg.cpp;155;3.633632183074951;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.0824806690216064;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;2.1977570056915283;0-3;Random bit-flip;1
v;lreg.cpp;112;1.2563865184783936;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.4375874996185303;0-3;Random bit-flip;1
pred2;lreg.cpp;238;0.8838763236999512;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.4798338413238525;0-3;Random bit-flip;1
v;lreg.cpp;112;1.4023146629333496;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.144845485687256;0-3;Random bit-flip;1
i1;lreg.cpp;232;0.7587325572967529;0-3;Random bit-flip;1
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.2920143604278564;0-3;Random bit-flip;1
iter2;lreg.cpp;177;2.312436819076538;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.903780460357666;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;3.2927229404449463;0-3;Random bit-flip;1
y;lreg.cpp;35;1.182377815246582;0-3;Random bit-flip;1
x;lreg.cpp;34;1.248659372329712;0-3;Random bit-flip;1
i2;lreg.cpp;127;0.9571552276611328;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.8198888301849365;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.7740504741668701;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.111379384994507;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.4575376510620117;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;2.072205066680908;0-3;Random bit-flip;1
x;lreg.cpp;34;1.8494229316711426;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.5342814922332764;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.2404639720916748;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.138089179992676;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;0.9679408073425293;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.6511948108673096;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.355792284011841;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.2776899337768555;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;2.1628026962280273;0-3;Random bit-flip;1
i2;lreg.cpp;232;2.102691411972046;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.9399745464324951;0-3;Random bit-flip;1
x;lreg.cpp;34;1.559544324874878;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.0819811820983887;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.2429158687591553;0-3;Random bit-flip;1
y;lreg.cpp;35;2.4345154762268066;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.7567148208618164;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.4658615589141846;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.7935116291046143;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.41573166847229;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;3.019057035446167;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;2.515873908996582;0-3;Random bit-flip;1
pos2;lreg.cpp;138;2.546025514602661;0-3;Random bit-flip;1
i2;lreg.cpp;115;2.964472532272339;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.7905654907226562;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.4741699695587158;0-3;Random bit-flip;1
i1;lreg.cpp;141;1.096404790878296;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.6358230113983154;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.456768274307251;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.1872055530548096;0-3;Random bit-flip;1
i2;lreg.cpp;127;0.994086503982544;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.5414204597473145;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.0830392837524414;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.1370630264282227;0-3;Random bit-flip;1
b;lreg.cpp;70;2.477018117904663;0-3;Random bit-flip;1
x;lreg.cpp;34;1.608445167541504;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.6361522674560547;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.6380867958068848;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.0080299377441406;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.1985142230987549;0-3;Random bit-flip;1
i2;lreg.cpp;141;0.8683090209960938;0-3;Random bit-flip;1
y;lreg.cpp;35;2.3974170684814453;0-3;Random bit-flip;1
i2;lreg.cpp;127;2.930020570755005;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.6030662059783936;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.7955303192138672;0-3;Random bit-flip;1
pred2;lreg.cpp;238;5.247325420379639;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.0731892585754395;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.4962561130523682;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.668569803237915;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.24951171875;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.9972240924835205;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.994511604309082;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.449328899383545;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.463012456893921;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.8695001602172852;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.2525453567504883;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.945174217224121;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.8033647537231445;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.4471328258514404;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.311746835708618;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.5112478733062744;0-3;Random bit-flip;1
y;lreg.cpp;35;1.866323709487915;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.555711030960083;0-3;Random bit-flip;1
i1;lreg.cpp;232;2.6503400802612305;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.2366843223571777;0-3;Random bit-flip;1
i1;lreg.cpp;232;2.936521053314209;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.5237905979156494;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.6503362655639648;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.510772705078125;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.1672937870025635;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.6174848079681396;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.708655834197998;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.1609292030334473;0-3;Random bit-flip;1
i1;lreg.cpp;115;2.529120683670044;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.202117681503296;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.0644967555999756;0-3;Random bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.9463448524475098;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.7045631408691406;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.906334638595581;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.4761357307434082;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.672558307647705;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.5805103778839111;0-3;Random bit-flip;1
y;lreg.cpp;35;1.4247732162475586;0-3;Random bit-flip;1
i1;lreg.cpp;232;2.517064332962036;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.940992593765259;0-3;Random bit-flip;1
