Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
pred2;lreg.cpp;238;1.5286574363708496;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.6187140941619873;0-3;Random bit-flip;1
T1;lreg.cpp;36;1.6908681392669678;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.7847402095794678;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.2117393016815186;0-3;Random bit-flip;1
x;lreg.cpp;34;1.9667255878448486;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.8948981761932373;0-3;Random bit-flip;1
i2;lreg.cpp;127;1.9095168113708496;0-3;Random bit-flip;1
x;lreg.cpp;34;2.4355525970458984;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.607680082321167;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.401780128479004;0-3;Random bit-flip;1
y;lreg.cpp;35;1.8001930713653564;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.4434444904327393;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.6908838748931885;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.3663592338562012;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.508331298828125;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.8300166130065918;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.472607135772705;0-3;Random bit-flip;1
i1;lreg.cpp;232;0.7601790428161621;0-3;Random bit-flip;1
i1;lreg.cpp;191;3.7436606884002686;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;2.7308497428894043;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.6926298141479492;0-3;Random bit-flip;1
i1;lreg.cpp;232;1.5663690567016602;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.221160650253296;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.243525743484497;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.773432970046997;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.1159396171569824;0-3;Random bit-flip;1
T2;lreg.cpp;37;1.3025412559509277;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.5502066612243652;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.4514544010162354;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.343604564666748;0-3;Random bit-flip;1
i2;lreg.cpp;232;2.4056718349456787;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;3.942751407623291;0-3;Random bit-flip;1
i2;lreg.cpp;127;1.5177710056304932;0-3;Random bit-flip;1
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;2.1780593395233154;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.0958194732666016;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.3892669677734375;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.9177603721618652;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.7233726978302;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.9699926376342773;0-3;Random bit-flip;1
x;lreg.cpp;34;1.2193140983581543;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.7968440055847168;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.9405643939971924;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.5183043479919434;0-3;Random bit-flip;1
alpha2;lreg.cpp;177;1.9203026294708252;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.4312303066253662;0-3;Random bit-flip;1
y;lreg.cpp;35;1.649832010269165;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.321641445159912;0-3;Random bit-flip;1
i2;lreg.cpp;127;2.463519811630249;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.360337734222412;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.642399787902832;0-3;Random bit-flip;1
pos1;lreg.cpp;138;0.7481014728546143;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.8482985496520996;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.8035948276519775;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.03772234916687;0-3;Random bit-flip;1
i2;lreg.cpp;191;2.650329113006592;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.4982593059539795;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.767362356185913;0-3;Random bit-flip;1
i2;lreg.cpp;141;0.7488927841186523;0-3;Random bit-flip;1
i2;lreg.cpp;127;1.6748218536376953;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.4145636558532715;0-3;Random bit-flip;1
pred2;lreg.cpp;238;2.47072434425354;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.433305263519287;0-3;Random bit-flip;1
i2;lreg.cpp;191;2.0680720806121826;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;1.8768091201782227;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.0516107082366943;0-3;Random bit-flip;1
x;lreg.cpp;34;1.4323081970214844;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.608384847640991;0-3;Random bit-flip;1
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;3.4313719272613525;0-3;Random bit-flip;1
i2;lreg.cpp;115;1.5440752506256104;0-3;Random bit-flip;1
alpha1;lreg.cpp;151;2.060439109802246;0-3;Random bit-flip;1
x;lreg.cpp;34;1.7173988819122314;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.465409755706787;0-3;Random bit-flip;1
T1;lreg.cpp;36;3.6187782287597656;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;1.5732336044311523;0-3;Random bit-flip;1
i1;lreg.cpp;191;1.3830876350402832;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.1113781929016113;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.2868847846984863;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.6438374519348145;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.39967942237854;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.059196949005127;0-3;Random bit-flip;1
i2;lreg.cpp;141;2.6633758544921875;0-3;Random bit-flip;1
iter2;lreg.cpp;177;2.0371713638305664;0-3;Random bit-flip;1
x;lreg.cpp;34;1.9166679382324219;0-3;Random bit-flip;1
i2;lreg.cpp;115;2.6008450984954834;0-3;Random bit-flip;1
T1;lreg.cpp;36;3.175314426422119;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;3.2135891914367676;0-3;Random bit-flip;1
i2;lreg.cpp;155;1.360616683959961;0-3;Random bit-flip;1
i1;lreg.cpp;127;1.6122641563415527;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.764786958694458;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.755584478378296;0-3;Random bit-flip;1
i1;lreg.cpp;115;1.9617340564727783;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.3740153312683105;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.0285565853118896;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.6517882347106934;0-3;Random bit-flip;1
i1;lreg.cpp;232;2.527176856994629;0-3;Random bit-flip;1
i2;lreg.cpp;191;2.2885024547576904;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.4547982215881348;0-3;Random bit-flip;1
i1;lreg.cpp;115;0.7617137432098389;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.2729244232177734;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.6933677196502686;0-3;Random bit-flip;1
i1;lreg.cpp;141;2.707923412322998;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.425504207611084;0-3;Random bit-flip;1
i1;lreg.cpp;141;0.8022832870483398;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.407437801361084;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.798368453979492;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;3.2759928703308105;0-3;Random bit-flip;1
i2;lreg.cpp;127;0.8758957386016846;0-3;Random bit-flip;1
T2;lreg.cpp;37;3.000195264816284;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.242406129837036;0-3;Random bit-flip;1
T1;lreg.cpp;36;2.4742865562438965;0-3;Random bit-flip;1
i2;lreg.cpp;155;2.9091098308563232;0-3;Random bit-flip;1
pos2;lreg.cpp;138;1.8373382091522217;0-3;Random bit-flip;1
i1;lreg.cpp;191;2.55477237701416;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.7840142250061035;0-3;Random bit-flip;1
y;lreg.cpp;35;2.089808225631714;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;1.516887903213501;0-3;Random bit-flip;1
pos1;lreg.cpp;138;1.8038175106048584;0-3;Random bit-flip;1
a;lreg.cpp;61;1.9988210201263428;0-3;Random bit-flip;1
T2;lreg.cpp;37;2.3260741233825684;0-3;Random bit-flip;1
i2;lreg.cpp;115;3.1781132221221924;0-3;Random bit-flip;1
i2;lreg.cpp;191;2.13641619682312;0-3;Random bit-flip;1
iter2;lreg.cpp;177;1.1504371166229248;0-3;Random bit-flip;1
i2;lreg.cpp;115;0.954125165939331;0-3;Random bit-flip;1
i2;lreg.cpp;191;2.0302467346191406;0-3;Random bit-flip;1
y;lreg.cpp;35;1.808063268661499;0-3;Random bit-flip;1
pos1;lreg.cpp;138;2.261914014816284;0-3;Random bit-flip;1
x;lreg.cpp;34;1.8336765766143799;0-3;Random bit-flip;1
i1;lreg.cpp;191;0.8371598720550537;0-3;Random bit-flip;1
pred2;lreg.cpp;238;1.5263643264770508;0-3;Random bit-flip;1
alpha2;lreg.cpp;151;2.0365190505981445;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.7711563110351562;0-3;Random bit-flip;1
i2;lreg.cpp;141;1.7633416652679443;0-3;Random bit-flip;1
i2;lreg.cpp;191;1.7910232543945312;0-3;Random bit-flip;1
i2;lreg.cpp;232;1.5421764850616455;0-3;Random bit-flip;1
alpha1;lreg.cpp;177;2.576939344406128;0-3;Random bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.9517242908477783;0-3;Random bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.9956271648406982;0-3;Random bit-flip;0
pD;lreg.cpp;139;2.414485216140747;0-3;Random bit-flip;0
v;lreg.cpp;112;2.258007526397705;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.7635881900787354;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.8304786682128906;0-3;Random bit-flip;0
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;1.1167500019073486;0-3;Random bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.327530860900879;0-3;Random bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.855764627456665;0-3;Random bit-flip;0
val;lreg.cpp;113;1.716397762298584;0-3;Random bit-flip;0
val;lreg.cpp;113;2.4515342712402344;0-3;Random bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.6639721393585205;0-3;Random bit-flip;0
val;lreg.cpp;113;2.2078349590301514;0-3;Random bit-flip;0
val;lreg.cpp;113;1.1376609802246094;0-3;Random bit-flip;0
val;lreg.cpp;113;2.338622570037842;0-3;Random bit-flip;0
pD;lreg.cpp;139;2.227288007736206;0-3;Random bit-flip;0
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;2.319039821624756;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.0160655975341797;0-3;Random bit-flip;0
val;lreg.cpp;113;1.4497013092041016;0-3;Random bit-flip;0
pD;lreg.cpp;139;2.9557759761810303;0-3;Random bit-flip;0
v;lreg.cpp;112;1.7229139804840088;0-3;Random bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.9594097137451172;0-3;Random bit-flip;0
pD;lreg.cpp;139;0.8173530101776123;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.3780598640441895;0-3;Random bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.651373863220215;0-3;Random bit-flip;0
p3;../sysdeps/ieee754/dbl-64/uexp.h;62;2.3417863845825195;0-3;Random bit-flip;0
v;lreg.cpp;112;1.8640673160552979;0-3;Random bit-flip;0
ln2b;../sysdeps/ieee754/dbl-64/upow.h;51;1.7622299194335938;0-3;Random bit-flip;0
ln_two1;../sysdeps/ieee754/dbl-64/uexp.h;57;1.8261353969573975;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.788029432296753;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.7668538093566895;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.7319543361663818;0-3;Random bit-flip;0
v;lreg.cpp;112;1.242405891418457;0-3;Random bit-flip;0
ln_two1;../sysdeps/ieee754/dbl-64/uexp.h;57;2.0265586376190186;0-3;Random bit-flip;0
pD;lreg.cpp;139;1.0228450298309326;0-3;Random bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;0.531019926071167;0-3;Random bit-flip;0
pos2;lreg.cpp;138;1.8515026569366455;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.0412795543670654;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;3.231290102005005;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.5966312885284424;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.7320456504821777;0-3;Double bit-flip;1
i1;lreg.cpp;191;2.038461446762085;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;1.595970869064331;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.415113925933838;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.0398399829864502;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.162022113800049;0-3;Double bit-flip;1
T1;lreg.cpp;36;2.096780776977539;0-3;Double bit-flip;1
i2;lreg.cpp;232;0.8139967918395996;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.9656434059143066;0-3;Double bit-flip;1
i1;lreg.cpp;141;2.048614501953125;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.5042946338653564;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.2120554447174072;0-3;Double bit-flip;1
i1;lreg.cpp;141;3.5578155517578125;0-3;Double bit-flip;1
y;lreg.cpp;35;1.510854721069336;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.378563642501831;0-3;Double bit-flip;1
predictions;lreg.cpp;236;1.648371934890747;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.385702133178711;0-3;Double bit-flip;1
y;lreg.cpp;35;2.1015658378601074;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.0625100135803223;0-3;Double bit-flip;1
i2;lreg.cpp;232;2.6931655406951904;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.0001089572906494;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;1.1221041679382324;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.6326701641082764;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.9581406116485596;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.5609517097473145;0-3;Double bit-flip;1
pos1;lreg.cpp;138;2.3027210235595703;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.2800447940826416;0-3;Double bit-flip;1
x;lreg.cpp;34;2.4017529487609863;0-3;Double bit-flip;1
x;lreg.cpp;34;1.9077703952789307;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.3310725688934326;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.308959722518921;0-3;Double bit-flip;1
i1;lreg.cpp;155;3.000702381134033;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.6536939144134521;0-3;Double bit-flip;1
y;lreg.cpp;35;1.8716301918029785;0-3;Double bit-flip;1
i1;lreg.cpp;232;1.513507604598999;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.8159584999084473;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.8062808513641357;0-3;Double bit-flip;1
y;lreg.cpp;35;3.0944743156433105;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.6707658767700195;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.6560380458831787;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.8621156215667725;0-3;Double bit-flip;1
predictions;lreg.cpp;236;1.6305341720581055;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.9920175075531006;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.9646580219268799;0-3;Double bit-flip;1
T2;lreg.cpp;37;2.4352428913116455;0-3;Double bit-flip;1
i1;lreg.cpp;232;1.9339799880981445;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.845107316970825;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.612682819366455;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.8546223640441895;0-3;Double bit-flip;1
y;lreg.cpp;35;0.667384147644043;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.190499782562256;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.793102741241455;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;3.4153823852539062;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;1.081329584121704;0-3;Double bit-flip;1
i2;lreg.cpp;115;0.9442381858825684;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.0687546730041504;0-3;Double bit-flip;1
i2;lreg.cpp;141;0.9483749866485596;0-3;Double bit-flip;1
predictions;lreg.cpp;236;2.3372952938079834;0-3;Double bit-flip;1
pos2;lreg.cpp;138;2.9081344604492188;0-3;Double bit-flip;1
T1;lreg.cpp;36;3.237149238586426;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.6741390228271484;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.383216142654419;0-3;Double bit-flip;1
x;lreg.cpp;34;2.4449524879455566;0-3;Double bit-flip;1
iter1;lreg.cpp;177;3.213871955871582;0-3;Double bit-flip;1
pos2;lreg.cpp;138;3.070647716522217;0-3;Double bit-flip;1
i2;lreg.cpp;232;0.9594714641571045;0-3;Double bit-flip;1
i2;lreg.cpp;141;3.432969331741333;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.7745048999786377;0-3;Double bit-flip;1
i2;lreg.cpp;127;0.9862170219421387;0-3;Double bit-flip;1
i1;lreg.cpp;141;1.0962064266204834;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.741450548171997;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.0377016067504883;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.4029500484466553;0-3;Double bit-flip;1
i1;lreg.cpp;127;2.621641159057617;0-3;Double bit-flip;1
pos2;lreg.cpp;138;0.9443087577819824;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.05973219871521;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.325070858001709;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.5903348922729492;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;1.2036280632019043;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.598454236984253;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.9203438758850098;0-3;Double bit-flip;1
i1;lreg.cpp;127;1.0957818031311035;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;1.1145102977752686;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.88545823097229;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.6663939952850342;0-3;Double bit-flip;1
predictions;lreg.cpp;236;1.1146960258483887;0-3;Double bit-flip;1
T1;lreg.cpp;36;2.3586854934692383;0-3;Double bit-flip;1
x;lreg.cpp;34;2.3080320358276367;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.708963394165039;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.4983747005462646;0-3;Double bit-flip;1
i2;lreg.cpp;155;3.891535758972168;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.433509349822998;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.5835013389587402;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.3959617614746094;0-3;Double bit-flip;1
y;lreg.cpp;35;1.9670743942260742;0-3;Double bit-flip;1
pos1;lreg.cpp;138;2.431234121322632;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.314682722091675;0-3;Double bit-flip;1
i1;lreg.cpp;232;2.888063430786133;0-3;Double bit-flip;1
x;lreg.cpp;34;1.5474417209625244;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.889061450958252;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.002537488937378;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.843082904815674;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.7814216613769531;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.137387990951538;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;2.3906872272491455;0-3;Double bit-flip;1
x;lreg.cpp;34;0.9849755764007568;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.361543893814087;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.0791542530059814;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.6574015617370605;0-3;Double bit-flip;1
i2;lreg.cpp;127;0.7715601921081543;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.6446852684020996;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.4764463901519775;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.4415719509124756;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.855393648147583;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;1.3328239917755127;0-3;Double bit-flip;1
T2;lreg.cpp;37;1.9817440509796143;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.2283024787902832;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.4979865550994873;0-3;Double bit-flip;1
iter1;lreg.cpp;177;2.457691192626953;0-3;Double bit-flip;1
T1;lreg.cpp;36;2.0698351860046387;0-3;Double bit-flip;1
T2;lreg.cpp;37;1.2651925086975098;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.1749284267425537;0-3;Double bit-flip;1
i1;lreg.cpp;191;2.101093053817749;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.4589486122131348;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.359341859817505;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.7386260032653809;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.743760108947754;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.652632713317871;0-3;Double bit-flip;1
i1;lreg.cpp;232;1.8015263080596924;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.160212755203247;0-3;Double bit-flip;1
y;lreg.cpp;35;1.3790135383605957;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.7857856750488281;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.4129421710968018;0-3;Double bit-flip;1
i2;lreg.cpp;141;3.9107229709625244;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.5997235774993896;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.350053310394287;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.914112091064453;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.1395649909973145;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;0.9270284175872803;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.5866029262542725;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;2.057330846786499;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.595280408859253;0-3;Double bit-flip;1
i1;lreg.cpp;115;0.9243988990783691;0-3;Double bit-flip;1
pred2;lreg.cpp;238;1.330397129058838;0-3;Double bit-flip;1
i1;lreg.cpp;115;0.8972785472869873;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.5811078548431396;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.7208685874938965;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.6162729263305664;0-3;Double bit-flip;1
pos2;lreg.cpp;138;2.6272990703582764;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.680936336517334;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.3080408573150635;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.083789587020874;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.8006765842437744;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.4202938079833984;0-3;Double bit-flip;1
T1;lreg.cpp;36;2.3102991580963135;0-3;Double bit-flip;1
iter1;lreg.cpp;177;0.562929630279541;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.2869212627410889;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.6524953842163086;0-3;Double bit-flip;1
x;lreg.cpp;34;1.7977099418640137;0-3;Double bit-flip;1
T1;lreg.cpp;36;3.2678349018096924;0-3;Double bit-flip;1
predictions;lreg.cpp;236;1.19925856590271;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.2789762020111084;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.1487669944763184;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.171476125717163;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.7817533016204834;0-3;Double bit-flip;1
T1;lreg.cpp;36;3.6749987602233887;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.1438207626342773;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.548121452331543;0-3;Double bit-flip;1
b;lreg.cpp;61;0.8800158500671387;0-3;Double bit-flip;1
pred2;lreg.cpp;238;1.24802565574646;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.433406114578247;0-3;Double bit-flip;1
iter2;lreg.cpp;177;0.8276691436767578;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.7712163925170898;0-3;Double bit-flip;1
T2;lreg.cpp;37;1.7037179470062256;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.8934381008148193;0-3;Double bit-flip;1
a;lreg.cpp;61;1.5905396938323975;0-3;Double bit-flip;1
predictions;lreg.cpp;236;2.937307357788086;0-3;Double bit-flip;1
T2;lreg.cpp;37;2.042847156524658;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.5520427227020264;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.7991645336151123;0-3;Double bit-flip;1
b;lreg.cpp;70;1.5370783805847168;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.1686787605285645;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.413956642150879;0-3;Double bit-flip;1
pred2;lreg.cpp;238;1.7720463275909424;0-3;Double bit-flip;1
y;lreg.cpp;35;1.6564624309539795;0-3;Double bit-flip;1
i1;lreg.cpp;232;1.8300118446350098;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.1427762508392334;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.4315764904022217;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.7619452476501465;0-3;Double bit-flip;1
y;lreg.cpp;35;1.7929792404174805;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.8346562385559082;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.7582216262817383;0-3;Double bit-flip;1
i2;lreg.cpp;232;2.2538273334503174;0-3;Double bit-flip;1
y;lreg.cpp;35;1.3001976013183594;0-3;Double bit-flip;1
i1;lreg.cpp;127;2.3678879737854004;0-3;Double bit-flip;1
T2;lreg.cpp;37;2.928450584411621;0-3;Double bit-flip;1
predictions;lreg.cpp;236;1.4055213928222656;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.233388900756836;0-3;Double bit-flip;1
a;lreg.cpp;70;1.970517873764038;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.153852939605713;0-3;Double bit-flip;1
pos2;lreg.cpp;138;2.393409252166748;0-3;Double bit-flip;1
x;lreg.cpp;34;2.5000922679901123;0-3;Double bit-flip;1
i2;lreg.cpp;232;0.6691246032714844;0-3;Double bit-flip;1
